crop,season,rainfall,soil_type,land_size,estimated_water_need,risk_level
millets,rabi,high,clay,3.94,1276.56,Low
paddy,summer,moderate,sandy,3.5,5880.0,Medium
millets,rabi,low,clay,0.65,315.9,Low
cotton,kharif,low,sandy,0.83,1434.24,Low
wheat,summer,high,sandy,8.7,7516.8,High
cotton,kharif,moderate,loamy,3.09,3708.0,Medium
maize,rabi,high,loamy,2.79,1562.4,Low
soybean,rabi,low,sandy,8.57,7404.48,High
vegetables,kharif,moderate,black,8.48,4833.6,Medium
sugarcane,rabi,moderate,loamy,9.38,16884.0,High
paddy,rabi,low,black,9.94,15864.24,High
maize,summer,moderate,sandy,7.51,6308.4,High
wheat,kharif,high,black,1.47,1005.48,Low
sugarcane,rabi,moderate,clay,9.13,14790.6,High
cotton,summer,moderate,loamy,2.46,2952.0,Low
maize,kharif,moderate,loamy,4.59,3213.0,Medium
wheat,summer,moderate,loamy,5.15,4635.0,Medium
maize,kharif,low,sandy,8.83,8900.64,High
groundnut,rabi,low,black,7.88,5839.08,Medium
soybean,rabi,low,black,4.41,3016.44,Medium
cotton,kharif,moderate,loamy,6.24,7488.0,High
cotton,summer,moderate,sandy,8.44,12153.6,High
paddy,kharif,low,loamy,1.81,3040.8,Medium
vegetables,kharif,high,clay,2.43,1049.76,Low
sunflower,rabi,high,clay,2.65,954.0,Low
millets,kharif,moderate,black,1.82,778.05,Low
sugarcane,summer,low,loamy,5.32,11491.2,High
maize,summer,moderate,black,3.45,2294.25,Low
soybean,kharif,low,sandy,3.41,2946.24,Low
millets,kharif,low,black,2.77,1421.01,Low
vegetables,kharif,low,clay,4.28,2773.44,Low
vegetables,kharif,low,loamy,0.98,705.6,Low
wheat,kharif,low,clay,9.72,9447.84,High
maize,kharif,moderate,black,2.94,1955.1,Low
wheat,rabi,low,black,1.91,1959.66,Low
cotton,rabi,moderate,sandy,3.19,4593.6,Medium
soybean,kharif,low,clay,4.06,2630.88,Low
soybean,summer,moderate,loamy,6.27,3762.0,Medium
wheat,kharif,moderate,loamy,6.7,6030.0,High
sugarcane,rabi,moderate,loamy,4.18,7524.0,High
vegetables,kharif,high,sandy,3.73,2148.48,Low
paddy,kharif,moderate,sandy,6.28,10550.4,High
sunflower,kharif,high,clay,1.95,702.0,Low
paddy,summer,moderate,sandy,7.86,13204.8,High
groundnut,summer,high,black,4.22,2084.68,Low
maize,summer,high,clay,2.9,1461.6,Low
sunflower,summer,high,black,2.42,919.6,Low
sugarcane,rabi,high,sandy,9.13,15776.64,High
paddy,kharif,high,black,5.34,5681.76,Medium
sugarcane,summer,moderate,loamy,2.05,3690.0,Medium
millets,rabi,high,sandy,7.39,3192.48,Medium
millets,kharif,high,black,5.92,2024.64,Low
soybean,rabi,high,sandy,3.43,1975.68,Low
wheat,summer,low,clay,6.67,6483.24,High
wheat,kharif,low,sandy,3.61,4678.56,Medium
soybean,kharif,moderate,sandy,0.66,475.2,Low
sugarcane,kharif,moderate,loamy,2.01,3618.0,Medium
groundnut,summer,high,clay,2.28,1067.04,Low
soybean,summer,low,clay,3.54,2293.92,Low
vegetables,kharif,low,sandy,1.45,1252.8,Low
cotton,summer,high,loamy,2.0,1920.0,Low
maize,kharif,low,loamy,4.59,3855.6,Medium
groundnut,kharif,moderate,sandy,0.85,663.0,Low
wheat,kharif,moderate,clay,7.22,5848.2,Medium
groundnut,summer,high,clay,8.68,4062.24,Medium
paddy,kharif,moderate,clay,8.6,10836.0,High
sunflower,rabi,moderate,black,8.93,4241.75,Medium
maize,kharif,low,sandy,3.14,3165.12,Medium
cotton,kharif,moderate,black,4.88,5563.2,Medium
groundnut,rabi,moderate,clay,6.01,3515.85,Medium
vegetables,kharif,high,loamy,2.65,1272.0,Low
paddy,rabi,low,black,7.6,12129.6,High
paddy,summer,high,black,6.89,7330.96,High
sugarcane,kharif,low,clay,2.38,4626.72,Medium
soybean,rabi,high,loamy,3.57,1713.6,Low
paddy,kharif,low,black,7.04,11235.84,High
cotton,kharif,moderate,sandy,9.42,13564.8,High
sugarcane,rabi,low,black,8.39,17216.28,High
paddy,rabi,high,sandy,4.72,6343.68,High
vegetables,kharif,low,clay,0.87,563.76,Low
paddy,rabi,high,sandy,6.92,9300.48,High
cotton,summer,moderate,black,2.61,2975.4,Low
soybean,rabi,moderate,black,2.8,1596.0,Low
wheat,rabi,high,black,3.56,2435.04,Low
millets,kharif,high,clay,4.56,1477.44,Low
vegetables,kharif,moderate,black,9.11,5192.7,Medium
millets,rabi,moderate,black,1.86,795.15,Low
groundnut,summer,moderate,black,9.24,5705.7,Medium
sugarcane,summer,high,sandy,5.79,10005.12,High
paddy,kharif,moderate,loamy,2.18,3052.0,Medium
groundnut,summer,low,black,4.09,3030.69,Medium
soybean,summer,high,sandy,0.96,552.96,Low
sugarcane,kharif,low,black,9.31,19104.12,High
soybean,rabi,high,black,9.64,4395.84,Medium
cotton,kharif,high,clay,4.94,4268.16,Medium
groundnut,rabi,high,sandy,2.5,1560.0,Low
soybean,summer,high,sandy,7.69,4429.44,Medium
groundnut,rabi,low,loamy,8.71,6793.8,High
wheat,kharif,low,black,0.58,595.08,Low
paddy,kharif,moderate,clay,3.15,3969.0,Medium
sugarcane,summer,low,loamy,7.1,15336.0,High
paddy,kharif,moderate,clay,2.02,2545.2,Low
wheat,summer,moderate,black,3.9,3334.5,Medium
wheat,summer,high,clay,6.14,3978.72,Medium
groundnut,summer,moderate,loamy,8.61,5596.5,Medium
millets,kharif,moderate,clay,2.09,846.45,Low
wheat,summer,high,sandy,6.03,5209.92,Medium
soybean,kharif,high,sandy,4.09,2355.84,Low
millets,kharif,moderate,black,6.74,2881.35,Low
cotton,summer,high,sandy,7.79,8974.08,High
groundnut,rabi,low,loamy,5.52,4305.6,Medium
vegetables,summer,high,loamy,2.08,998.4,Low
paddy,summer,moderate,black,5.04,6703.2,High
sugarcane,rabi,low,black,5.21,10690.92,High
soybean,rabi,moderate,loamy,9.14,5484.0,Medium
sunflower,rabi,high,sandy,2.04,979.2,Low
sugarcane,rabi,low,clay,1.61,3129.84,Medium
sunflower,kharif,moderate,sandy,7.81,4686.0,Medium
millets,summer,high,loamy,8.21,2955.6,Low
groundnut,summer,high,clay,7.1,3322.8,Medium
groundnut,rabi,high,sandy,7.46,4655.04,Medium
sunflower,rabi,moderate,loamy,4.97,2485.0,Low
vegetables,kharif,high,clay,9.83,4246.56,Medium
sunflower,kharif,low,black,9.98,5688.6,Medium
sugarcane,rabi,low,loamy,9.49,20498.4,High
sunflower,kharif,moderate,sandy,2.74,1644.0,Low
sugarcane,kharif,high,black,1.62,2216.16,Low
paddy,summer,low,loamy,2.34,3931.2,Medium
cotton,summer,low,sandy,5.1,8812.8,High
paddy,summer,high,sandy,4.15,5577.6,Medium
soybean,summer,high,clay,4.27,1844.64,Low
cotton,rabi,high,clay,4.85,4190.4,Medium
millets,rabi,low,loamy,7.21,3893.4,Medium
soybean,rabi,high,black,2.54,1158.24,Low
vegetables,summer,low,sandy,6.81,5883.84,Medium
soybean,rabi,high,black,2.85,1299.6,Low
maize,summer,high,loamy,4.5,2520.0,Low
paddy,summer,low,black,7.49,11954.04,High
millets,summer,low,loamy,8.33,4498.2,Medium
cotton,kharif,high,clay,7.18,6203.52,High
wheat,rabi,low,clay,1.82,1769.04,Low
vegetables,rabi,low,sandy,6.66,5754.24,Medium
sugarcane,rabi,low,black,7.13,14630.76,High
millets,summer,moderate,black,2.58,1102.95,Low
wheat,summer,moderate,black,2.37,2026.35,Low
maize,rabi,moderate,black,4.98,3311.7,Medium
cotton,kharif,moderate,black,5.13,5848.2,Medium
millets,rabi,moderate,black,2.93,1252.58,Low
groundnut,kharif,moderate,loamy,9.49,6168.5,High
cotton,kharif,moderate,sandy,4.02,5788.8,Medium
millets,kharif,high,loamy,2.83,1018.8,Low
wheat,kharif,low,sandy,5.46,7076.16,High
groundnut,summer,moderate,sandy,8.77,6840.6,High
vegetables,kharif,moderate,sandy,3.54,2548.8,Low
millets,kharif,low,black,3.0,1539.0,Low
sunflower,summer,high,black,2.91,1105.8,Low
groundnut,kharif,high,loamy,4.44,2308.8,Low
cotton,kharif,moderate,clay,5.2,5616.0,Medium
millets,kharif,low,loamy,3.27,1765.8,Low
groundnut,kharif,moderate,black,9.1,5619.25,Medium
groundnut,rabi,moderate,loamy,9.83,6389.5,High
sunflower,summer,moderate,black,9.52,4522.0,Medium
sunflower,summer,low,clay,0.95,513.0,Low
sunflower,kharif,low,loamy,6.29,3774.0,Medium
sugarcane,summer,high,clay,9.31,12065.76,High
cotton,summer,low,clay,8.46,10964.16,High
wheat,summer,moderate,loamy,6.57,5913.0,Medium
cotton,kharif,high,black,6.3,5745.6,Medium
vegetables,summer,high,clay,7.28,3144.96,Medium
sugarcane,rabi,high,sandy,6.02,10402.56,High
vegetables,summer,moderate,black,2.15,1225.5,Low
groundnut,summer,low,loamy,7.89,6154.2,High
cotton,kharif,low,loamy,3.0,4320.0,Medium
millets,rabi,low,sandy,3.43,2222.64,Low
maize,rabi,moderate,sandy,8.13,6829.2,High
wheat,rabi,high,clay,4.07,2637.36,Low
maize,rabi,moderate,sandy,5.28,4435.2,Medium
sugarcane,kharif,moderate,sandy,0.5,1080.0,Low
wheat,rabi,moderate,loamy,8.72,7848.0,High
sugarcane,kharif,high,loamy,3.08,4435.2,Medium
wheat,rabi,high,sandy,2.8,2419.2,Low
soybean,rabi,low,sandy,9.86,8519.04,High
groundnut,kharif,high,black,5.96,2944.24,Low
maize,rabi,moderate,clay,8.14,5128.2,Medium
cotton,summer,low,sandy,3.84,6635.52,High
wheat,summer,moderate,sandy,6.75,7290.0,High
wheat,kharif,high,black,6.85,4685.4,Medium
millets,summer,high,sandy,4.43,1913.76,Low
maize,kharif,moderate,black,4.96,3298.4,Medium
sugarcane,rabi,low,loamy,0.97,2095.2,Low
wheat,summer,low,sandy,0.71,920.16,Low
groundnut,rabi,low,sandy,1.46,1366.56,Low
sunflower,rabi,high,loamy,8.49,3396.0,Medium
soybean,summer,low,black,1.06,725.04,Low
vegetables,rabi,low,clay,7.98,5171.04,Medium
paddy,summer,moderate,black,8.28,11012.4,High
sugarcane,kharif,low,clay,1.17,2274.48,Low
sunflower,kharif,low,black,8.93,5090.1,Medium
groundnut,kharif,high,black,6.21,3067.74,Medium
maize,rabi,low,sandy,4.94,4979.52,Medium
soybean,summer,high,sandy,7.08,4078.08,Medium
maize,rabi,moderate,clay,9.0,5670.0,Medium
sugarcane,kharif,high,black,7.25,9918.0,High
vegetables,summer,moderate,black,4.61,2627.7,Low
cotton,kharif,low,sandy,7.45,12873.6,High
soybean,kharif,high,sandy,7.42,4273.92,Medium
groundnut,rabi,high,black,6.75,3334.5,Medium
sunflower,rabi,high,clay,8.58,3088.8,Medium
soybean,rabi,low,black,2.25,1539.0,Low
cotton,kharif,low,clay,8.28,10730.88,High
sunflower,kharif,high,black,6.36,2416.8,Low
wheat,rabi,high,clay,7.51,4866.48,Medium
soybean,summer,moderate,clay,4.23,2284.2,Low
cotton,summer,low,black,7.39,10109.52,High
sugarcane,kharif,moderate,loamy,6.03,10854.0,High
maize,kharif,moderate,clay,5.65,3559.5,Medium
wheat,kharif,high,loamy,8.36,6019.2,High
wheat,summer,low,loamy,5.81,6274.8,High
maize,kharif,high,clay,9.39,4732.56,Medium
groundnut,summer,moderate,clay,8.92,5218.2,Medium
paddy,summer,low,loamy,0.58,974.4,Low
groundnut,rabi,moderate,clay,8.2,4797.0,Medium
maize,summer,high,black,8.9,4734.8,Medium
cotton,rabi,low,loamy,6.74,9705.6,High
paddy,summer,moderate,clay,7.67,9664.2,High
soybean,summer,low,black,3.58,2448.72,Low
cotton,kharif,moderate,clay,9.04,9763.2,High
sugarcane,summer,high,clay,9.14,11845.44,High
maize,summer,low,sandy,0.9,907.2,Low
groundnut,kharif,moderate,clay,8.7,5089.5,Medium
maize,rabi,high,loamy,1.24,694.4,Low
sunflower,rabi,high,clay,9.78,3520.8,Medium
paddy,summer,low,sandy,9.26,18668.16,High
maize,summer,moderate,loamy,7.4,5180.0,Medium
soybean,kharif,low,loamy,9.89,7120.8,High
groundnut,rabi,high,sandy,4.03,2514.72,Low
vegetables,kharif,moderate,black,7.94,4525.8,Medium
soybean,summer,high,loamy,4.16,1996.8,Low
groundnut,summer,high,sandy,7.39,4611.36,Medium
sunflower,kharif,high,loamy,8.0,3200.0,Medium
sugarcane,summer,moderate,black,3.76,6429.6,High
sugarcane,summer,high,loamy,8.55,12312.0,High
soybean,rabi,high,sandy,7.93,4567.68,Medium
maize,rabi,low,black,9.78,7804.44,High
millets,summer,moderate,clay,5.6,2268.0,Low
vegetables,summer,high,black,4.06,1851.36,Low
vegetables,kharif,moderate,clay,9.98,5389.2,Medium
maize,kharif,moderate,black,9.87,6563.55,High
soybean,kharif,moderate,sandy,9.25,6660.0,High
sugarcane,rabi,high,black,2.97,4062.96,Medium
maize,kharif,moderate,loamy,7.38,5166.0,Medium
soybean,rabi,high,clay,2.02,872.64,Low
vegetables,summer,moderate,black,7.52,4286.4,Medium
soybean,summer,moderate,clay,6.35,3429.0,Medium
sugarcane,summer,low,loamy,8.6,18576.0,High
sugarcane,summer,low,sandy,8.01,20761.92,High
maize,summer,moderate,black,7.79,5180.35,Medium
millets,rabi,moderate,loamy,1.34,603.0,Low
groundnut,summer,high,sandy,8.08,5041.92,Medium
wheat,rabi,high,clay,5.59,3622.32,Medium
vegetables,kharif,moderate,clay,2.32,1252.8,Low
cotton,rabi,high,sandy,4.95,5702.4,Medium
vegetables,kharif,moderate,sandy,7.4,5328.0,Medium
paddy,rabi,moderate,clay,8.06,10155.6,High
paddy,rabi,high,black,8.48,9022.72,High
cotton,rabi,low,clay,6.13,7944.48,High
vegetables,summer,high,black,6.86,3128.16,Medium
sugarcane,summer,low,sandy,7.88,20424.96,High
maize,rabi,moderate,sandy,2.25,1890.0,Low
millets,kharif,moderate,clay,2.48,1004.4,Low
sunflower,summer,low,black,5.83,3323.1,Medium
wheat,summer,moderate,clay,3.25,2632.5,Low
vegetables,rabi,moderate,clay,3.9,2106.0,Low
vegetables,summer,moderate,black,2.33,1328.1,Low
soybean,kharif,low,sandy,4.2,3628.8,Medium
soybean,kharif,low,loamy,1.36,979.2,Low
paddy,rabi,low,sandy,2.55,5140.8,Medium
soybean,rabi,low,loamy,8.21,5911.2,Medium
millets,rabi,moderate,loamy,1.99,895.5,Low
groundnut,kharif,high,clay,1.8,842.4,Low
vegetables,rabi,moderate,black,4.99,2844.3,Low
millets,kharif,moderate,clay,1.36,550.8,Low
millets,summer,low,black,2.33,1195.29,Low
sugarcane,summer,moderate,sandy,3.51,7581.6,High
wheat,summer,moderate,clay,8.43,6828.3,High
sunflower,rabi,moderate,clay,8.5,3825.0,Medium
cotton,summer,high,black,7.12,6493.44,High
paddy,kharif,moderate,loamy,7.98,11172.0,High
paddy,kharif,low,loamy,3.93,6602.4,High
sunflower,kharif,high,clay,2.07,745.2,Low
millets,rabi,moderate,clay,9.23,3738.15,Medium
maize,summer,high,loamy,6.27,3511.2,Medium
paddy,summer,low,loamy,4.19,7039.2,High
paddy,summer,moderate,sandy,7.12,11961.6,High
millets,summer,high,black,9.09,3108.78,Medium
paddy,rabi,low,loamy,9.87,16581.6,High
sugarcane,kharif,high,clay,3.32,4302.72,Medium
cotton,kharif,low,black,4.16,5690.88,Medium
millets,rabi,moderate,black,8.07,3449.92,Medium
sunflower,rabi,high,clay,6.09,2192.4,Low
millets,summer,high,clay,1.81,586.44,Low
sunflower,kharif,low,clay,5.91,3191.4,Medium
vegetables,summer,moderate,loamy,1.5,900.0,Low
maize,summer,low,black,0.93,742.14,Low
groundnut,kharif,moderate,loamy,7.97,5180.5,Medium
sugarcane,kharif,low,loamy,9.52,20563.2,High
sugarcane,rabi,high,clay,6.38,8268.48,High
sugarcane,summer,low,sandy,6.55,16977.6,High
wheat,summer,high,clay,3.7,2397.6,Low
groundnut,rabi,low,black,9.22,6832.02,High
maize,summer,moderate,black,5.14,3418.1,Medium
paddy,summer,high,loamy,3.99,4468.8,Medium
sunflower,summer,moderate,black,7.71,3662.25,Medium
paddy,rabi,moderate,black,7.5,9975.0,High
sugarcane,rabi,moderate,black,1.64,2804.4,Low
soybean,summer,low,sandy,9.48,8190.72,High
cotton,kharif,moderate,loamy,7.07,8484.0,High
maize,kharif,high,black,5.02,2670.64,Low
wheat,rabi,moderate,clay,5.02,4066.2,Medium
sugarcane,rabi,moderate,sandy,1.14,2462.4,Low
cotton,rabi,moderate,black,9.04,10305.6,High
sugarcane,kharif,moderate,clay,4.12,6674.4,High
millets,rabi,high,black,3.73,1275.66,Low
paddy,rabi,moderate,sandy,2.6,4368.0,Medium
wheat,rabi,low,black,3.45,3539.7,Medium
cotton,summer,high,clay,5.17,4466.88,Medium
sunflower,kharif,low,black,3.62,2063.4,Low
sugarcane,kharif,moderate,loamy,3.2,5760.0,Medium
paddy,summer,low,clay,8.06,12186.72,High
millets,summer,moderate,black,6.42,2744.55,Low
sunflower,summer,high,clay,1.23,442.8,Low
paddy,rabi,high,clay,2.16,2177.28,Low
paddy,rabi,high,clay,8.92,8991.36,High
paddy,rabi,moderate,loamy,9.37,13118.0,High
soybean,kharif,high,clay,2.24,967.68,Low
groundnut,summer,high,loamy,0.95,494.0,Low
vegetables,rabi,low,sandy,7.63,6592.32,High
soybean,kharif,high,clay,6.67,2881.44,Low
maize,rabi,moderate,black,9.48,6304.2,High
vegetables,summer,high,sandy,1.73,996.48,Low
sunflower,kharif,high,black,9.72,3693.6,Medium
sugarcane,summer,low,sandy,0.73,1892.16,Low
vegetables,rabi,moderate,clay,7.67,4141.8,Medium
vegetables,rabi,high,black,7.24,3301.44,Medium
sugarcane,summer,low,loamy,3.98,8596.8,High
paddy,summer,moderate,loamy,6.63,9282.0,High
groundnut,summer,moderate,black,2.08,1284.4,Low
vegetables,rabi,low,black,7.63,5218.92,Medium
vegetables,kharif,moderate,clay,4.33,2338.2,Low
sugarcane,summer,high,sandy,5.94,10264.32,High
paddy,rabi,moderate,black,1.56,2074.8,Low
sugarcane,kharif,low,loamy,9.63,20800.8,High
groundnut,kharif,moderate,sandy,3.88,3026.4,Medium
paddy,rabi,high,loamy,2.42,2710.4,Low
sunflower,summer,low,black,2.73,1556.1,Low
groundnut,rabi,high,loamy,8.54,4440.8,Medium
cotton,rabi,moderate,loamy,7.44,8928.0,High
soybean,summer,moderate,black,7.67,4371.9,Medium
paddy,rabi,high,black,4.43,4713.52,Medium
sugarcane,kharif,low,clay,8.11,15765.84,High
cotton,kharif,high,black,8.5,7752.0,High
paddy,rabi,low,loamy,4.56,7660.8,High
paddy,summer,moderate,sandy,6.39,10735.2,High
wheat,kharif,high,clay,4.75,3078.0,Medium
millets,summer,low,clay,3.46,1681.56,Low
maize,kharif,moderate,sandy,7.16,6014.4,High
sugarcane,rabi,low,loamy,5.14,11102.4,High
groundnut,summer,high,loamy,3.99,2074.8,Low
sunflower,kharif,high,black,8.54,3245.2,Medium
cotton,rabi,high,sandy,3.89,4481.28,Medium
groundnut,rabi,low,clay,7.69,5398.38,Medium
millets,summer,low,clay,1.32,641.52,Low
vegetables,summer,high,black,5.31,2421.36,Low
cotton,summer,low,clay,1.42,1840.32,Low
millets,summer,low,sandy,5.88,3810.24,Medium
cotton,summer,low,black,1.69,2311.92,Low
groundnut,rabi,low,black,6.25,4631.25,Medium
millets,summer,low,clay,1.6,777.6,Low
wheat,rabi,high,sandy,3.89,3360.96,Medium
maize,kharif,low,loamy,2.62,2200.8,Low
millets,summer,high,black,5.37,1836.54,Low
wheat,rabi,high,clay,5.07,3285.36,Medium
sugarcane,summer,low,clay,0.68,1321.92,Low
millets,kharif,moderate,clay,0.74,299.7,Low
paddy,rabi,high,sandy,1.4,1881.6,Low
groundnut,kharif,low,sandy,8.51,7965.36,High
sunflower,rabi,high,sandy,0.61,292.8,Low
cotton,kharif,moderate,loamy,0.95,1140.0,Low
maize,rabi,low,clay,8.9,6728.4,High
maize,summer,high,loamy,3.05,1708.0,Low
maize,rabi,low,black,4.08,3255.84,Medium
sunflower,kharif,moderate,sandy,6.54,3924.0,Medium
paddy,rabi,low,loamy,2.99,5023.2,Medium
cotton,rabi,high,loamy,8.88,8524.8,High
millets,summer,low,sandy,8.14,5274.72,Medium
groundnut,rabi,high,black,9.15,4520.1,Medium
cotton,rabi,high,black,5.93,5408.16,Medium
millets,rabi,low,clay,1.99,967.14,Low
sunflower,kharif,low,black,9.29,5295.3,Medium
maize,kharif,low,sandy,4.72,4757.76,Medium
paddy,rabi,low,loamy,6.61,11104.8,High
cotton,kharif,high,loamy,6.04,5798.4,Medium
soybean,rabi,moderate,black,1.62,923.4,Low
millets,rabi,low,black,1.33,682.29,Low
millets,rabi,moderate,clay,7.13,2887.65,Low
sugarcane,kharif,moderate,black,1.33,2274.3,Low
cotton,kharif,low,sandy,2.07,3576.96,Medium
cotton,rabi,high,sandy,1.59,1831.68,Low
soybean,kharif,low,loamy,4.11,2959.2,Low
sugarcane,rabi,moderate,clay,1.93,3126.6,Medium
groundnut,summer,high,loamy,9.0,4680.0,Medium
paddy,rabi,moderate,sandy,3.96,6652.8,High
paddy,summer,low,loamy,7.87,13221.6,High
cotton,kharif,high,loamy,6.64,6374.4,High
sunflower,kharif,low,loamy,2.76,1656.0,Low
groundnut,kharif,moderate,loamy,6.45,4192.5,Medium
soybean,kharif,low,clay,5.81,3764.88,Medium
vegetables,kharif,high,sandy,7.53,4337.28,Medium
cotton,summer,low,black,2.03,2777.04,Low
soybean,kharif,low,black,8.34,5704.56,Medium
millets,rabi,moderate,black,4.84,2069.1,Low
groundnut,kharif,high,loamy,1.44,748.8,Low
groundnut,summer,high,loamy,5.77,3000.4,Medium
cotton,kharif,low,black,3.96,5417.28,Medium
millets,summer,moderate,loamy,9.26,4167.0,Medium
cotton,rabi,low,loamy,8.83,12715.2,High
sugarcane,summer,low,clay,7.94,15435.36,High
cotton,rabi,high,black,1.47,1340.64,Low
sunflower,rabi,moderate,black,7.5,3562.5,Medium
paddy,rabi,low,sandy,4.52,9112.32,High
maize,kharif,high,clay,4.82,2429.28,Low
sugarcane,summer,low,sandy,8.52,22083.84,High
maize,kharif,moderate,clay,2.88,1814.4,Low
groundnut,summer,moderate,sandy,3.76,2932.8,Low
soybean,summer,moderate,black,9.4,5358.0,Medium
millets,kharif,moderate,sandy,5.1,2754.0,Low
millets,summer,moderate,sandy,7.91,4271.4,Medium
sunflower,summer,moderate,loamy,3.23,1615.0,Low
sugarcane,summer,high,clay,8.85,11469.6,High
vegetables,rabi,high,sandy,9.03,5201.28,Medium
paddy,rabi,high,black,3.73,3968.72,Medium
soybean,rabi,moderate,clay,8.93,4822.2,Medium
wheat,kharif,moderate,black,6.19,5292.45,Medium
cotton,summer,low,loamy,8.26,11894.4,High
cotton,summer,low,black,3.14,4295.52,Medium
cotton,kharif,low,sandy,8.31,14359.68,High
sugarcane,rabi,moderate,black,4.23,7233.3,High
cotton,rabi,low,clay,0.78,1010.88,Low
cotton,rabi,high,loamy,5.67,5443.2,Medium
millets,kharif,moderate,sandy,1.59,858.6,Low
maize,rabi,low,black,6.66,5314.68,Medium
sugarcane,rabi,moderate,sandy,9.66,20865.6,High
sugarcane,rabi,low,black,0.55,1128.6,Low
sunflower,kharif,low,sandy,1.63,1173.6,Low
sugarcane,kharif,high,clay,5.38,6972.48,High
vegetables,rabi,low,loamy,3.36,2419.2,Low
vegetables,rabi,low,clay,1.26,816.48,Low
paddy,summer,moderate,sandy,8.62,14481.6,High
paddy,kharif,moderate,black,6.7,8911.0,High
vegetables,summer,low,black,3.39,2318.76,Low
millets,rabi,high,sandy,4.64,2004.48,Low
sugarcane,rabi,moderate,clay,0.56,907.2,Low
millets,rabi,high,loamy,7.41,2667.6,Low
sugarcane,summer,moderate,sandy,7.41,16005.6,High
sugarcane,rabi,low,loamy,0.69,1490.4,Low
sunflower,rabi,moderate,loamy,1.97,985.0,Low
maize,rabi,moderate,loamy,1.73,1211.0,Low
wheat,rabi,high,clay,3.35,2170.8,Low
millets,rabi,low,clay,0.68,330.48,Low
paddy,kharif,moderate,loamy,4.52,6328.0,High
paddy,rabi,low,clay,7.11,10750.32,High
paddy,kharif,high,black,6.27,6671.28,High
paddy,rabi,high,clay,9.52,9596.16,High
soybean,kharif,high,sandy,0.79,455.04,Low
groundnut,summer,high,clay,3.37,1577.16,Low
sugarcane,summer,moderate,loamy,0.99,1782.0,Low
millets,rabi,high,black,0.92,314.64,Low
millets,summer,low,loamy,6.97,3763.8,Medium
groundnut,rabi,high,sandy,3.23,2015.52,Low
millets,kharif,moderate,loamy,6.49,2920.5,Low
paddy,rabi,low,sandy,7.51,15140.16,High
cotton,rabi,low,loamy,2.63,3787.2,Medium
sugarcane,summer,high,black,8.94,12229.92,High
