water_source,area_type,tds,bacteria_level,turbidity,safety_status
pond,semi-urban,800,19,19,Unsafe
borewell,rural,811,44,4,Safe
tanker,rural,1053,8,7,Warning
borewell,rural,1351,73,4,Safe
pond,rural,512,46,12,Unsafe
river,rural,1043,34,6,Warning
well,semi-urban,811,25,20,Warning
tap,urban,241,29,7,Safe
tanker,semi-urban,646,93,6,Unsafe
tanker,urban,534,19,12,Warning
borewell,semi-urban,1199,88,4,Safe
borewell,rural,762,91,20,Warning
well,urban,872,75,10,Warning
borewell,rural,1425,68,9,Safe
tap,urban,695,81,7,Safe
well,urban,409,93,1,Warning
pond,semi-urban,501,72,9,Unsafe
pond,rural,287,50,14,Unsafe
pond,semi-urban,860,51,9,Unsafe
well,urban,1267,98,17,Unsafe
well,rural,1010,3,2,Safe
river,urban,747,82,3,Unsafe
tap,urban,420,97,3,Safe
river,rural,409,26,17,Unsafe
pond,semi-urban,497,90,20,Unsafe
tap,urban,849,8,17,Safe
pond,rural,206,96,17,Unsafe
well,semi-urban,924,25,17,Warning
tap,semi-urban,778,96,8,Warning
borewell,semi-urban,1359,7,9,Safe
tanker,semi-urban,640,34,16,Warning
river,semi-urban,828,79,14,Unsafe
well,semi-urban,992,63,16,Warning
pond,semi-urban,191,45,14,Unsafe
tanker,rural,682,86,10,Unsafe
pond,urban,1396,88,20,Unsafe
river,semi-urban,176,5,15,Warning
tanker,semi-urban,830,15,13,Warning
tanker,semi-urban,1012,52,14,Unsafe
pond,rural,1302,73,7,Unsafe
tanker,rural,853,89,8,Unsafe
river,urban,861,28,16,Unsafe
tap,semi-urban,1275,17,10,Safe
borewell,rural,854,81,6,Safe
river,rural,267,9,10,Warning
tanker,semi-urban,496,53,17,Unsafe
river,semi-urban,860,87,8,Unsafe
well,urban,481,10,10,Warning
pond,semi-urban,170,69,8,Unsafe
river,urban,998,26,2,Warning
borewell,semi-urban,1253,34,2,Safe
tanker,rural,669,30,20,Warning
river,rural,663,25,18,Unsafe
borewell,semi-urban,444,9,4,Safe
pond,semi-urban,133,77,3,Unsafe
well,urban,1187,94,9,Unsafe
well,urban,298,31,13,Warning
pond,semi-urban,1378,50,2,Warning
borewell,urban,685,23,11,Safe
river,urban,200,49,6,Warning
borewell,urban,1186,98,20,Warning
tanker,urban,1177,78,14,Unsafe
river,semi-urban,1275,7,3,Warning
well,semi-urban,1489,1,9,Warning
tap,urban,923,74,8,Safe
tanker,semi-urban,1129,42,19,Unsafe
borewell,semi-urban,529,54,20,Warning
tanker,semi-urban,754,1,12,Warning
well,rural,497,73,1,Warning
borewell,semi-urban,359,42,18,Safe
well,rural,1290,1,12,Warning
well,urban,1183,84,18,Unsafe
pond,semi-urban,944,100,11,Unsafe
borewell,rural,920,9,10,Safe
pond,urban,118,26,9,Warning
tap,semi-urban,992,93,20,Warning
tanker,urban,971,79,6,Unsafe
river,rural,1393,60,9,Unsafe
river,urban,955,1,8,Warning
pond,semi-urban,307,96,11,Unsafe
well,semi-urban,587,49,16,Warning
pond,rural,1287,27,18,Unsafe
river,urban,778,20,17,Unsafe
borewell,rural,868,0,5,Safe
tap,urban,1199,98,8,Warning
tap,rural,1499,19,12,Safe
well,urban,841,76,10,Warning
river,rural,366,82,1,Unsafe
tap,semi-urban,236,92,16,Warning
well,rural,1484,56,6,Warning
borewell,rural,382,53,7,Safe
tap,rural,518,7,7,Safe
tanker,urban,873,34,20,Unsafe
river,semi-urban,502,28,5,Warning
tap,semi-urban,494,92,20,Warning
well,urban,824,62,5,Warning
borewell,semi-urban,799,91,11,Warning
well,rural,1389,41,6,Warning
river,urban,130,78,10,Unsafe
well,semi-urban,447,97,17,Unsafe
river,rural,1203,19,8,Warning
tap,semi-urban,433,62,17,Warning
river,urban,1461,26,19,Unsafe
tanker,rural,1448,82,14,Unsafe
tanker,semi-urban,411,31,4,Warning
river,semi-urban,820,5,12,Warning
pond,semi-urban,1067,56,6,Unsafe
well,semi-urban,312,62,18,Warning
tanker,semi-urban,1065,63,19,Unsafe
tanker,semi-urban,225,92,17,Unsafe
tap,semi-urban,289,14,7,Safe
tap,semi-urban,283,42,16,Safe
tanker,rural,1486,68,8,Unsafe
tap,semi-urban,1111,59,9,Safe
borewell,rural,528,75,16,Warning
tanker,semi-urban,159,29,4,Warning
borewell,rural,1268,54,5,Safe
tanker,semi-urban,190,47,2,Warning
tap,semi-urban,1489,21,7,Safe
borewell,semi-urban,406,3,12,Safe
borewell,rural,224,52,4,Safe
borewell,rural,935,8,12,Safe
well,rural,537,51,9,Warning
pond,urban,1436,20,16,Unsafe
river,semi-urban,378,65,10,Unsafe
pond,rural,1491,81,9,Unsafe
tap,semi-urban,1442,39,20,Safe
pond,urban,1071,67,20,Unsafe
borewell,semi-urban,1171,20,18,Safe
river,urban,118,69,10,Unsafe
borewell,urban,1406,5,10,Safe
tap,urban,1248,78,13,Warning
pond,semi-urban,805,86,10,Unsafe
tap,semi-urban,427,36,17,Safe
river,urban,1145,47,5,Warning
borewell,semi-urban,1197,17,7,Safe
tap,rural,765,74,17,Warning
borewell,urban,1432,83,18,Warning
pond,urban,207,39,3,Warning
tap,rural,637,5,16,Safe
pond,rural,1105,98,15,Unsafe
borewell,urban,1020,50,6,Safe
well,urban,1214,87,15,Unsafe
borewell,urban,363,70,4,Safe
borewell,urban,592,80,1,Safe
borewell,rural,440,85,15,Warning
pond,urban,191,46,17,Unsafe
tap,semi-urban,1131,87,4,Safe
river,rural,120,1,9,Warning
borewell,semi-urban,694,25,12,Safe
river,urban,774,55,17,Unsafe
borewell,semi-urban,461,46,15,Safe
borewell,semi-urban,1481,45,20,Warning
pond,rural,321,84,12,Unsafe
tap,rural,1353,78,14,Warning
tap,urban,1397,78,20,Warning
tap,semi-urban,1372,77,15,Warning
borewell,urban,684,60,1,Safe
borewell,urban,1265,99,17,Warning
river,rural,976,78,18,Unsafe
well,semi-urban,925,95,20,Unsafe
tap,rural,466,1,6,Safe
river,semi-urban,421,35,4,Warning
tap,urban,1444,72,3,Safe
borewell,rural,933,34,17,Safe
river,semi-urban,739,43,5,Warning
tap,rural,978,16,3,Safe
pond,rural,370,25,4,Warning
river,rural,685,19,14,Warning
borewell,urban,222,2,19,Safe
pond,semi-urban,513,61,19,Unsafe
river,rural,1217,68,9,Unsafe
borewell,semi-urban,895,64,13,Warning
tap,urban,598,98,18,Warning
pond,urban,437,72,4,Unsafe
tanker,semi-urban,108,92,17,Unsafe
tanker,rural,671,66,3,Warning
borewell,rural,1223,7,11,Safe
borewell,semi-urban,606,76,7,Safe
pond,semi-urban,1107,76,20,Unsafe
river,rural,493,8,16,Warning
river,rural,549,96,5,Unsafe
tanker,rural,276,42,3,Warning
borewell,semi-urban,1113,27,20,Safe
tanker,semi-urban,1481,41,16,Warning
pond,rural,1322,67,12,Unsafe
borewell,urban,1200,78,3,Safe
river,urban,914,57,11,Unsafe
borewell,rural,182,37,1,Safe
tanker,urban,647,61,18,Unsafe
well,rural,1438,2,11,Warning
river,urban,298,98,10,Unsafe
river,rural,990,7,2,Warning
tanker,urban,188,86,11,Unsafe
river,rural,929,70,2,Unsafe
river,urban,806,33,5,Warning
tap,urban,851,78,19,Warning
tanker,semi-urban,150,28,13,Warning
well,rural,1029,29,16,Warning
borewell,rural,225,54,12,Safe
tap,urban,1216,1,13,Safe
well,urban,835,85,10,Warning
pond,rural,272,60,11,Unsafe
tanker,semi-urban,599,65,15,Unsafe
borewell,semi-urban,586,79,5,Safe
river,semi-urban,590,47,9,Unsafe
river,semi-urban,594,87,12,Unsafe
borewell,urban,263,92,6,Warning
tap,rural,1442,79,4,Safe
tanker,urban,1252,33,14,Warning
tanker,semi-urban,537,75,15,Unsafe
pond,urban,840,47,4,Warning
well,rural,437,19,19,Warning
tanker,urban,204,1,5,Warning
river,semi-urban,548,31,11,Warning
pond,semi-urban,1049,51,9,Unsafe
tap,semi-urban,200,39,12,Safe
tanker,rural,473,31,2,Warning
tanker,rural,1437,4,13,Warning
borewell,rural,1309,88,19,Warning
tanker,urban,471,52,18,Unsafe
borewell,rural,770,96,10,Warning
well,urban,931,57,13,Warning
borewell,semi-urban,261,28,13,Safe
well,rural,860,92,6,Warning
tanker,rural,1056,2,10,Warning
borewell,rural,166,11,2,Safe
borewell,semi-urban,529,75,15,Warning
well,rural,1022,57,18,Warning
borewell,urban,627,17,12,Safe
borewell,semi-urban,1118,55,19,Warning
well,urban,961,39,6,Warning
tap,rural,783,2,7,Safe
well,semi-urban,1051,96,13,Unsafe
borewell,rural,778,95,15,Warning
borewell,urban,1239,80,3,Safe
tanker,semi-urban,126,91,15,Unsafe
tanker,rural,983,89,5,Unsafe
river,semi-urban,1256,32,11,Warning
borewell,semi-urban,1453,17,15,Safe
river,semi-urban,1386,33,1,Warning
well,semi-urban,1018,86,7,Warning
river,urban,285,24,4,Warning
tanker,urban,323,17,14,Warning
river,semi-urban,1373,5,9,Warning
tap,urban,979,7,6,Safe
tanker,semi-urban,731,16,6,Warning
borewell,rural,1323,31,12,Safe
tanker,rural,789,86,14,Unsafe
well,urban,180,11,14,Warning
well,urban,1389,23,17,Warning
tap,rural,1474,85,11,Warning
tanker,urban,581,7,15,Warning
well,semi-urban,565,37,4,Warning
river,semi-urban,903,6,8,Warning
river,rural,643,35,11,Warning
well,semi-urban,383,9,20,Warning
borewell,urban,691,75,5,Safe
well,semi-urban,601,34,4,Warning
tanker,rural,1116,14,9,Warning
well,semi-urban,1216,63,20,Unsafe
tap,semi-urban,1058,98,19,Warning
borewell,rural,929,15,4,Safe
river,urban,243,2,7,Warning
river,urban,136,47,12,Unsafe
well,urban,474,44,17,Warning
tanker,semi-urban,1406,7,3,Warning
river,rural,1401,90,20,Unsafe
pond,rural,411,18,12,Warning
borewell,urban,168,79,9,Warning
borewell,rural,778,84,15,Warning
tap,rural,1420,81,8,Safe
pond,rural,140,86,2,Unsafe
tanker,urban,648,12,18,Warning
river,rural,410,93,6,Unsafe
pond,semi-urban,673,30,19,Unsafe
well,rural,1048,86,13,Unsafe
river,semi-urban,470,56,9,Unsafe
pond,rural,762,79,1,Unsafe
tanker,urban,834,27,2,Warning
river,urban,366,87,12,Unsafe
pond,urban,372,81,14,Unsafe
pond,semi-urban,824,95,6,Unsafe
borewell,semi-urban,1152,83,20,Warning
borewell,semi-urban,807,81,11,Warning
pond,urban,891,1,8,Warning
tanker,rural,1127,100,4,Unsafe
pond,rural,1059,77,1,Unsafe
well,rural,135,55,8,Warning
pond,semi-urban,1100,72,12,Unsafe
tap,rural,378,26,9,Safe
tanker,urban,1067,56,16,Unsafe
tanker,rural,1157,60,7,Warning
borewell,urban,1388,18,16,Safe
pond,urban,105,17,9,Warning
tap,semi-urban,1260,39,3,Safe
tap,rural,157,48,5,Safe
well,rural,785,49,2,Warning
borewell,urban,1232,87,2,Safe
pond,urban,299,25,6,Warning
borewell,semi-urban,702,92,2,Safe
borewell,semi-urban,528,35,18,Safe
well,semi-urban,280,83,19,Unsafe
pond,rural,694,65,5,Unsafe
tanker,urban,797,94,6,Unsafe
tanker,urban,1187,18,19,Warning
pond,urban,770,61,1,Unsafe
borewell,semi-urban,350,53,9,Safe
pond,urban,209,52,8,Unsafe
tap,urban,374,87,5,Safe
pond,urban,981,24,11,Warning
river,rural,208,71,1,Unsafe
borewell,semi-urban,1395,18,16,Safe
well,semi-urban,855,25,4,Warning
pond,semi-urban,1242,24,6,Warning
well,rural,913,22,19,Warning
tap,semi-urban,458,70,8,Safe
tap,semi-urban,1423,39,18,Safe
tanker,urban,710,24,7,Warning
river,semi-urban,1191,95,8,Unsafe
tap,rural,148,50,15,Safe
pond,rural,1267,41,16,Unsafe
river,semi-urban,594,71,19,Unsafe
borewell,semi-urban,617,86,2,Safe
tanker,urban,101,100,13,Unsafe
borewell,urban,620,100,6,Warning
tap,rural,1343,67,14,Safe
river,rural,234,31,12,Warning
tap,rural,1167,65,5,Safe
well,semi-urban,106,14,11,Warning
tanker,urban,125,97,19,Unsafe
borewell,urban,1296,7,12,Safe
river,urban,1359,82,1,Unsafe
pond,urban,368,67,1,Unsafe
tanker,semi-urban,436,79,1,Warning
well,semi-urban,931,83,11,Warning
river,urban,721,93,1,Unsafe
well,rural,1116,100,12,Unsafe
pond,semi-urban,810,100,3,Unsafe
well,semi-urban,539,51,13,Warning
borewell,urban,247,87,7,Warning
river,semi-urban,764,14,19,Unsafe
borewell,urban,1261,42,7,Safe
well,semi-urban,322,48,15,Warning
tanker,rural,216,44,3,Warning
tanker,urban,796,22,1,Warning
borewell,urban,590,20,20,Safe
river,urban,1367,94,12,Unsafe
river,rural,1226,13,7,Warning
tap,rural,1214,97,9,Warning
borewell,urban,576,48,18,Warning
tap,rural,1234,95,10,Warning
tanker,rural,1375,83,5,Unsafe
tap,rural,227,15,3,Safe
pond,urban,142,2,8,Warning
pond,rural,571,67,11,Unsafe
borewell,urban,1091,57,15,Warning
tanker,rural,1004,19,5,Warning
tanker,rural,208,15,18,Warning
tap,rural,172,4,6,Safe
river,semi-urban,391,70,19,Unsafe
tanker,rural,789,6,2,Warning
tanker,semi-urban,1478,19,2,Warning
pond,urban,973,52,2,Warning
tanker,rural,1073,99,15,Unsafe
pond,urban,354,44,1,Warning
tanker,urban,1180,5,19,Warning
well,urban,942,98,17,Unsafe
pond,urban,147,63,11,Unsafe
river,urban,1342,87,18,Unsafe
river,rural,1229,42,2,Warning
tanker,urban,1199,92,1,Unsafe
pond,rural,270,56,1,Warning
tanker,rural,447,96,4,Unsafe
pond,semi-urban,437,8,1,Warning
borewell,semi-urban,1427,7,3,Safe
borewell,urban,759,9,12,Safe
pond,urban,1125,93,4,Unsafe
pond,semi-urban,1280,67,13,Unsafe
borewell,urban,237,22,12,Safe
borewell,rural,999,60,5,Safe
tanker,urban,704,37,20,Unsafe
river,rural,883,24,10,Warning
borewell,urban,601,18,20,Safe
borewell,rural,1169,23,6,Safe
river,urban,719,76,1,Unsafe
borewell,urban,1417,35,9,Safe
borewell,semi-urban,630,73,18,Warning
pond,rural,966,58,12,Unsafe
pond,semi-urban,1459,57,17,Unsafe
borewell,semi-urban,1367,41,12,Safe
river,urban,453,70,12,Unsafe
pond,rural,524,46,5,Unsafe
borewell,urban,499,85,18,Warning
well,urban,745,50,19,Warning
well,rural,1449,76,1,Warning
tanker,rural,1066,61,3,Warning
borewell,urban,882,66,17,Warning
pond,semi-urban,1308,13,8,Warning
tap,semi-urban,1228,20,9,Safe
pond,rural,784,76,17,Unsafe
pond,urban,399,85,5,Unsafe
river,urban,763,38,9,Warning
river,rural,1451,59,11,Unsafe
tap,rural,193,78,8,Safe
tanker,urban,1183,52,10,Warning
tanker,urban,828,66,5,Warning
tap,semi-urban,554,29,7,Safe
borewell,rural,1403,64,18,Warning
pond,urban,1460,55,6,Unsafe
well,rural,1183,5,1,Safe
well,urban,1320,94,10,Unsafe
tanker,semi-urban,506,11,4,Warning
river,urban,985,15,20,Unsafe
borewell,urban,1158,88,10,Warning
tap,urban,867,22,4,Safe
pond,rural,1124,83,6,Unsafe
tap,urban,914,99,13,Warning
borewell,rural,183,86,17,Warning
borewell,rural,1019,52,3,Safe
well,semi-urban,239,51,12,Warning
borewell,rural,1250,76,5,Safe
well,rural,304,22,7,Warning
tanker,rural,1264,30,13,Warning
borewell,urban,180,97,7,Warning
borewell,rural,270,73,13,Warning
borewell,semi-urban,1280,69,2,Safe
borewell,rural,293,46,18,Safe
well,urban,601,20,8,Warning
tap,semi-urban,680,20,20,Safe
pond,urban,281,98,19,Unsafe
river,semi-urban,1205,22,18,Unsafe
borewell,urban,142,98,6,Warning
tanker,rural,647,12,13,Warning
borewell,urban,838,85,5,Safe
pond,urban,1409,78,4,Unsafe
tanker,semi-urban,245,92,9,Unsafe
borewell,urban,200,28,9,Safe
well,semi-urban,890,15,20,Warning
well,urban,484,60,13,Warning
borewell,semi-urban,1179,79,18,Warning
river,semi-urban,1025,37,3,Warning
tanker,urban,138,72,1,Warning
borewell,urban,1143,82,6,Safe
pond,urban,1307,59,15,Unsafe
borewell,semi-urban,1070,49,13,Safe
tanker,semi-urban,1029,95,18,Unsafe
well,urban,1137,78,9,Warning
borewell,semi-urban,836,21,15,Safe
river,rural,995,65,18,Unsafe
well,rural,538,93,10,Unsafe
well,semi-urban,118,69,10,Warning
well,urban,1185,35,6,Warning
tanker,rural,890,57,18,Unsafe
tanker,urban,145,70,13,Unsafe
tanker,urban,361,90,15,Unsafe
pond,rural,862,33,2,Warning
river,rural,831,72,17,Unsafe
tanker,urban,651,18,2,Warning
tap,rural,909,67,1,Safe
tanker,rural,635,21,2,Warning
borewell,urban,810,5,14,Safe
tanker,rural,699,94,1,Unsafe
borewell,rural,1471,79,16,Warning
river,urban,895,84,2,Unsafe
well,rural,219,27,15,Warning
tanker,rural,749,66,11,Unsafe
tap,urban,975,31,13,Safe
tap,semi-urban,520,74,3,Safe
river,semi-urban,955,96,4,Unsafe
river,semi-urban,449,65,13,Unsafe
tap,semi-urban,1386,67,10,Safe
tap,rural,395,10,14,Safe
borewell,urban,397,19,16,Safe
borewell,urban,486,63,19,Warning
river,urban,508,29,12,Warning
river,urban,1392,55,2,Warning
tanker,rural,394,35,6,Warning
borewell,urban,640,14,19,Safe
river,rural,989,52,18,Unsafe
tap,urban,1206,32,18,Safe
tanker,rural,414,50,10,Warning
pond,rural,816,16,20,Unsafe
pond,rural,906,15,14,Warning
tanker,urban,256,70,20,Unsafe
well,urban,146,27,18,Warning
pond,semi-urban,500,61,18,Unsafe
tap,semi-urban,469,77,9,Safe
borewell,urban,894,79,20,Warning
well,semi-urban,162,52,8,Warning
tap,semi-urban,678,68,17,Warning
pond,rural,666,73,8,Unsafe
pond,semi-urban,920,37,2,Warning
tap,urban,1260,87,2,Safe
river,urban,322,74,6,Unsafe
well,urban,1148,49,15,Warning
borewell,urban,388,57,1,Safe
tap,semi-urban,541,36,11,Safe
borewell,urban,471,67,7,Safe
borewell,urban,1020,70,16,Warning
tanker,semi-urban,338,97,7,Unsafe
tap,urban,148,85,3,Safe
tap,rural,582,35,7,Safe
borewell,semi-urban,718,58,12,Safe
tanker,rural,1490,57,19,Unsafe
borewell,semi-urban,1147,8,1,Safe
borewell,urban,1292,95,14,Warning
tanker,semi-urban,1431,60,2,Warning
tap,urban,1420,32,14,Safe
tap,urban,853,65,19,Warning
tap,rural,827,49,5,Safe
borewell,rural,964,31,10,Safe
tap,urban,1151,33,12,Safe
borewell,semi-urban,941,19,20,Safe
borewell,urban,787,68,15,Warning
borewell,semi-urban,462,55,15,Safe
tap,semi-urban,172,67,2,Safe
well,semi-urban,237,45,18,Warning
well,semi-urban,604,83,15,Unsafe
tanker,rural,315,50,14,Unsafe
well,rural,1449,33,14,Warning
pond,semi-urban,299,77,12,Unsafe
river,urban,1096,86,17,Unsafe
tanker,rural,746,30,20,Warning
tanker,urban,953,98,18,Unsafe
well,urban,309,47,12,Warning
pond,semi-urban,1370,41,1,Warning
river,rural,829,16,19,Unsafe
river,urban,1332,44,18,Unsafe
river,urban,504,18,11,Warning
well,semi-urban,1072,76,16,Unsafe
tap,urban,404,24,6,Safe
pond,rural,1363,80,10,Unsafe
tap,urban,184,7,5,Safe
tanker,semi-urban,1474,37,16,Warning
borewell,rural,602,28,18,Safe
borewell,rural,1011,4,7,Safe
river,urban,106,38,3,Warning
borewell,semi-urban,675,98,10,Warning
river,urban,955,98,15,Unsafe
well,urban,1210,22,7,Warning
tap,semi-urban,1075,59,19,Warning
tanker,rural,329,37,15,Warning
borewell,semi-urban,1367,21,19,Safe
borewell,rural,1016,88,17,Warning
river,semi-urban,242,59,4,Unsafe
tap,semi-urban,187,92,7,Warning
tap,semi-urban,1312,26,6,Safe
tanker,rural,272,80,11,Unsafe
river,urban,144,27,15,Unsafe
borewell,urban,961,72,4,Safe
well,rural,775,87,3,Warning
well,urban,1085,19,3,Warning
pond,semi-urban,1380,1,1,Warning
river,urban,838,34,10,Warning
borewell,rural,1334,0,1,Safe
river,semi-urban,647,2,14,Warning
well,urban,980,80,20,Unsafe
river,urban,1488,64,14,Unsafe
tap,semi-urban,931,80,11,Warning
borewell,rural,1462,70,9,Safe
borewell,rural,189,91,20,Warning
well,rural,953,75,10,Warning
tanker,urban,1317,57,15,Unsafe
tap,rural,621,100,11,Warning
borewell,rural,432,28,6,Safe
borewell,urban,843,24,1,Safe
tanker,semi-urban,981,52,13,Unsafe
pond,rural,654,97,5,Unsafe
pond,semi-urban,1013,32,7,Warning
river,rural,1145,47,16,Unsafe
river,urban,649,91,13,Unsafe
river,urban,773,41,9,Warning
tap,urban,1118,24,14,Safe
tap,rural,1322,98,20,Warning
pond,rural,1058,3,10,Warning
river,urban,125,64,15,Unsafe
pond,urban,821,5,16,Warning
well,rural,519,52,17,Warning
well,semi-urban,500,10,8,Warning
borewell,urban,524,74,16,Warning
tanker,rural,101,96,10,Unsafe
borewell,urban,1287,53,8,Safe
river,rural,555,97,10,Unsafe
well,urban,1421,55,1,Warning
borewell,urban,146,79,4,Safe
tap,semi-urban,1318,7,19,Safe
tanker,urban,1128,30,11,Warning
tanker,semi-urban,691,82,19,Unsafe
tap,semi-urban,378,59,13,Safe
pond,urban,943,29,5,Warning
tanker,rural,492,16,12,Warning
well,semi-urban,815,19,15,Warning
borewell,semi-urban,643,39,4,Safe
borewell,rural,457,49,5,Safe
tanker,semi-urban,1154,95,9,Unsafe
borewell,semi-urban,1178,85,3,Safe
borewell,rural,410,19,8,Safe
river,semi-urban,737,91,7,Unsafe
tanker,rural,354,97,15,Unsafe
tanker,urban,313,47,15,Unsafe
well,urban,1480,50,15,Warning
well,urban,1225,40,18,Warning
tanker,urban,1203,95,2,Unsafe
borewell,semi-urban,199,22,2,Safe
tanker,rural,764,11,13,Warning
pond,rural,851,94,12,Unsafe
tap,semi-urban,784,20,2,Safe
borewell,urban,1107,26,12,Safe
borewell,urban,1235,85,18,Warning
well,semi-urban,896,55,2,Warning
well,semi-urban,389,38,6,Warning
borewell,semi-urban,307,93,2,Safe
pond,semi-urban,316,69,8,Unsafe
pond,urban,948,13,8,Warning
pond,semi-urban,1477,67,20,Unsafe
tap,semi-urban,823,32,13,Safe
well,rural,907,45,6,Warning
borewell,semi-urban,364,37,8,Safe
tap,semi-urban,969,0,8,Safe
tanker,urban,1069,55,3,Warning
borewell,rural,1489,77,15,Warning
pond,semi-urban,997,71,8,Unsafe
pond,urban,716,31,19,Unsafe
tap,rural,312,81,11,Warning
tanker,rural,305,58,14,Unsafe
pond,rural,1078,32,19,Unsafe
well,semi-urban,107,55,12,Warning
well,semi-urban,563,9,3,Safe
borewell,semi-urban,715,32,19,Safe
well,semi-urban,705,54,14,Warning
pond,rural,991,23,20,Unsafe
tanker,urban,447,56,4,Warning
pond,urban,762,56,4,Unsafe
river,semi-urban,311,32,9,Warning
pond,rural,1228,65,15,Unsafe
well,rural,527,51,3,Warning
pond,semi-urban,969,48,12,Unsafe
pond,rural,1124,7,18,Unsafe
borewell,urban,1193,61,15,Warning
tap,rural,1304,98,11,Warning
tap,rural,1156,42,3,Safe
well,rural,929,89,17,Unsafe
borewell,semi-urban,768,1,20,Safe
pond,rural,932,12,7,Warning
tanker,urban,1166,6,8,Warning
tanker,urban,336,71,2,Warning
borewell,semi-urban,1312,29,20,Safe
well,rural,842,74,19,Unsafe
tap,urban,1465,95,15,Warning
tanker,urban,781,47,12,Warning
well,semi-urban,997,84,2,Warning
river,semi-urban,934,60,1,Warning
river,rural,1137,84,2,Unsafe
river,semi-urban,275,61,17,Unsafe
borewell,urban,1194,3,1,Safe
pond,urban,1222,55,6,Unsafe
well,semi-urban,902,13,19,Warning
tanker,urban,200,10,5,Warning
borewell,semi-urban,265,57,7,Safe
tap,rural,567,12,15,Safe
pond,rural,887,68,17,Unsafe
tap,urban,242,42,4,Safe
river,urban,223,97,7,Unsafe
borewell,urban,1005,45,14,Safe
tanker,rural,1223,89,18,Unsafe
pond,semi-urban,470,55,8,Unsafe
tanker,rural,1179,49,9,Warning
river,semi-urban,1307,0,8,Warning
tanker,urban,104,43,18,Unsafe
pond,rural,1308,60,16,Unsafe
tap,urban,1443,75,20,Warning
well,urban,786,37,4,Warning
borewell,rural,994,2,3,Safe
well,rural,198,23,16,Warning
tanker,urban,138,35,5,Warning
river,semi-urban,580,34,6,Warning
well,urban,450,24,5,Warning
borewell,rural,562,11,19,Safe
pond,urban,1068,3,14,Warning
tanker,urban,1265,57,20,Unsafe
tanker,rural,640,42,15,Warning
pond,semi-urban,293,99,8,Unsafe
borewell,semi-urban,363,81,20,Warning
tanker,semi-urban,1363,92,13,Unsafe
pond,rural,747,44,4,Warning
river,urban,756,63,19,Unsafe
tap,semi-urban,440,35,3,Safe
well,semi-urban,1187,50,11,Warning
borewell,semi-urban,409,51,13,Safe
well,rural,1360,82,14,Unsafe
borewell,rural,714,37,13,Safe
pond,rural,754,84,18,Unsafe
river,semi-urban,802,67,2,Unsafe
well,semi-urban,519,40,5,Warning
pond,semi-urban,194,49,10,Unsafe
tap,semi-urban,937,11,20,Safe
tanker,urban,1067,11,19,Warning
tanker,urban,1046,52,18,Unsafe
